60-64,Country,50-54,55-59,70-74,65-69,Year,Country_Name,Male,Cause,75 +
1.0,2045,0.0,1.0,0.0,0.0,2008,Belize,0,I10,7.0
0.0,2045,0.0,0.0,0.0,2.0,2008,Belize,1,I110,4.0
1.0,2045,2.0,2.0,0.0,0.0,2008,Belize,0,I110,6.0
0.0,2045,0.0,0.0,1.0,0.0,2008,Belize,1,I119,0.0
0.0,2045,1.0,0.0,0.0,1.0,2008,Belize,0,I119,2.0
0.0,2045,0.0,1.0,2.0,1.0,2008,Belize,1,I120,0.0
0.0,2045,0.0,0.0,0.0,1.0,2008,Belize,0,I120,0.0
3.0,2045,2.0,5.0,1.0,4.0,2008,Belize,1,I219,11.0
2.0,2045,1.0,4.0,2.0,0.0,2008,Belize,0,I219,13.0
0.0,2045,1.0,0.0,1.0,0.0,2008,Belize,1,I251,3.0
1.0,2045,0.0,0.0,0.0,0.0,2008,Belize,0,I251,3.0
0.0,2045,0.0,0.0,0.0,0.0,2008,Belize,0,I255,1.0
0.0,2045,0.0,0.0,0.0,0.0,2008,Belize,1,I258,0.0
1.0,2045,1.0,0.0,2.0,0.0,2008,Belize,1,I259,8.0
0.0,2045,0.0,0.0,2.0,1.0,2008,Belize,0,I259,8.0
0.0,2045,1.0,0.0,0.0,0.0,2008,Belize,0,I260,0.0
0.0,2045,0.0,0.0,0.0,0.0,2008,Belize,1,I269,1.0
0.0,2045,1.0,0.0,1.0,0.0,2008,Belize,0,I269,2.0
0.0,2045,0.0,0.0,0.0,0.0,2008,Belize,0,I272,1.0
0.0,2045,0.0,0.0,1.0,0.0,2008,Belize,1,I279,0.0
0.0,2045,0.0,0.0,0.0,0.0,2008,Belize,1,I340,0.0
0.0,2045,0.0,0.0,0.0,0.0,2008,Belize,0,I348,0.0
0.0,2045,0.0,0.0,0.0,0.0,2008,Belize,1,I350,1.0
0.0,2045,0.0,0.0,0.0,0.0,2008,Belize,0,I350,1.0
1.0,2045,0.0,0.0,0.0,0.0,2008,Belize,1,I420,0.0
0.0,2045,0.0,0.0,0.0,0.0,2008,Belize,0,I420,0.0
0.0,2045,0.0,0.0,1.0,0.0,2008,Belize,1,I429,2.0
0.0,2045,0.0,0.0,0.0,0.0,2008,Belize,0,I469,1.0
0.0,2045,0.0,0.0,0.0,0.0,2008,Belize,0,I472,1.0
0.0,2045,0.0,0.0,1.0,0.0,2008,Belize,1,I48,1.0
0.0,2045,0.0,0.0,1.0,0.0,2008,Belize,0,I48,0.0
0.0,2045,0.0,0.0,1.0,0.0,2008,Belize,0,I499,3.0
0.0,2045,0.0,0.0,0.0,0.0,2008,Belize,1,I500,6.0
0.0,2045,0.0,0.0,0.0,0.0,2008,Belize,0,I500,5.0
0.0,2045,0.0,1.0,0.0,1.0,2008,Belize,0,I501,1.0
0.0,2045,0.0,2.0,0.0,1.0,2008,Belize,1,I509,8.0
2.0,2045,0.0,0.0,0.0,1.0,2008,Belize,0,I509,3.0
0.0,2045,0.0,0.0,1.0,0.0,2008,Belize,0,I516,0.0
0.0,2045,0.0,0.0,0.0,0.0,2008,Belize,0,I519,1.0
0.0,2045,0.0,0.0,0.0,0.0,2008,Belize,1,I609,0.0
0.0,2045,1.0,0.0,0.0,0.0,2008,Belize,0,I609,0.0
1.0,2045,1.0,0.0,1.0,0.0,2008,Belize,1,I619,0.0
1.0,2045,0.0,1.0,0.0,0.0,2008,Belize,0,I619,3.0
0.0,2045,0.0,0.0,0.0,1.0,2008,Belize,1,I620,0.0
0.0,2045,0.0,0.0,0.0,0.0,2008,Belize,1,I629,1.0
0.0,2045,0.0,0.0,1.0,0.0,2008,Belize,0,I634,1.0
0.0,2045,0.0,0.0,0.0,1.0,2008,Belize,1,I639,1.0
0.0,2045,0.0,0.0,0.0,0.0,2008,Belize,0,I639,1.0
2.0,2045,1.0,0.0,0.0,2.0,2008,Belize,1,I64,14.0
0.0,2045,0.0,1.0,0.0,5.0,2008,Belize,0,I64,5.0
0.0,2045,0.0,0.0,0.0,0.0,2008,Belize,1,I672,1.0
0.0,2045,0.0,0.0,1.0,0.0,2008,Belize,0,I672,2.0
0.0,2045,0.0,0.0,0.0,0.0,2008,Belize,0,I678,1.0
0.0,2045,0.0,0.0,0.0,0.0,2008,Belize,0,I679,3.0
0.0,2045,1.0,0.0,1.0,0.0,2008,Belize,1,I694,2.0
0.0,2045,0.0,0.0,0.0,0.0,2008,Belize,0,I694,1.0
0.0,2045,0.0,0.0,0.0,0.0,2008,Belize,0,I698,1.0
0.0,2045,0.0,0.0,0.0,0.0,2008,Belize,1,I709,1.0
0.0,2045,0.0,0.0,0.0,1.0,2008,Belize,0,I709,1.0
1.0,2045,0.0,0.0,0.0,0.0,2008,Belize,1,I739,0.0
0.0,2045,1.0,0.0,0.0,0.0,2008,Belize,1,I749,0.0
0.0,2045,0.0,0.0,1.0,0.0,2008,Belize,1,I830,0.0
0.0,2045,0.0,1.0,3.0,2.0,2009,Belize,1,I10,6.0
0.0,2045,1.0,0.0,0.0,1.0,2009,Belize,0,I10,2.0
0.0,2045,0.0,0.0,1.0,3.0,2009,Belize,1,I110,6.0
0.0,2045,0.0,0.0,0.0,2.0,2009,Belize,0,I110,3.0
2.0,2045,1.0,0.0,0.0,1.0,2009,Belize,1,I119,0.0
0.0,2045,0.0,0.0,0.0,0.0,2009,Belize,0,I119,1.0
1.0,2045,2.0,0.0,0.0,2.0,2009,Belize,1,I120,2.0
0.0,2045,0.0,1.0,3.0,0.0,2009,Belize,0,I120,1.0
0.0,2045,0.0,0.0,0.0,0.0,2009,Belize,1,I129,1.0
0.0,2045,0.0,0.0,0.0,0.0,2009,Belize,1,I132,1.0
0.0,2045,0.0,1.0,0.0,0.0,2009,Belize,1,I200,0.0
0.0,2045,0.0,1.0,0.0,0.0,2009,Belize,0,I210,0.0
0.0,2045,0.0,0.0,0.0,0.0,2009,Belize,0,I211,1.0
1.0,2045,1.0,4.0,3.0,2.0,2009,Belize,1,I219,18.0
3.0,2045,1.0,0.0,2.0,3.0,2009,Belize,0,I219,21.0
0.0,2045,0.0,1.0,0.0,0.0,2009,Belize,1,I249,0.0
0.0,2045,0.0,0.0,0.0,0.0,2009,Belize,1,I250,2.0
0.0,2045,0.0,0.0,0.0,0.0,2009,Belize,0,I250,2.0
0.0,2045,0.0,0.0,0.0,1.0,2009,Belize,1,I251,4.0
0.0,2045,1.0,0.0,1.0,0.0,2009,Belize,0,I251,4.0
0.0,2045,0.0,1.0,0.0,0.0,2009,Belize,1,I255,0.0
1.0,2045,2.0,0.0,2.0,2.0,2009,Belize,1,I259,7.0
2.0,2045,0.0,0.0,1.0,0.0,2009,Belize,0,I259,8.0
0.0,2045,0.0,0.0,0.0,0.0,2009,Belize,1,I269,0.0
0.0,2045,0.0,1.0,0.0,0.0,2009,Belize,0,I269,2.0
0.0,2045,0.0,0.0,0.0,0.0,2009,Belize,1,I309,0.0
0.0,2045,0.0,0.0,0.0,0.0,2009,Belize,0,I350,1.0
0.0,2045,0.0,0.0,1.0,0.0,2009,Belize,1,I420,0.0
0.0,2045,0.0,0.0,0.0,2.0,2009,Belize,0,I420,1.0
0.0,2045,0.0,0.0,1.0,0.0,2009,Belize,1,I429,1.0
0.0,2045,0.0,0.0,0.0,0.0,2009,Belize,0,I452,1.0
0.0,2045,0.0,0.0,0.0,0.0,2009,Belize,0,I469,1.0
0.0,2045,0.0,0.0,0.0,0.0,2009,Belize,0,I48,1.0
0.0,2045,0.0,1.0,0.0,0.0,2009,Belize,1,I499,0.0
0.0,2045,0.0,0.0,0.0,1.0,2009,Belize,1,I500,4.0
2.0,2045,0.0,0.0,0.0,0.0,2009,Belize,0,I500,4.0
0.0,2045,0.0,1.0,0.0,0.0,2009,Belize,1,I501,1.0
0.0,2045,0.0,0.0,0.0,0.0,2009,Belize,0,I501,1.0
1.0,2045,0.0,0.0,1.0,0.0,2009,Belize,1,I509,8.0
0.0,2045,1.0,2.0,1.0,0.0,2009,Belize,0,I509,7.0
0.0,2045,0.0,0.0,0.0,0.0,2009,Belize,0,I513,0.0
0.0,2045,0.0,0.0,0.0,0.0,2009,Belize,0,I514,1.0
0.0,2045,2.0,0.0,0.0,0.0,2009,Belize,0,I516,1.0
1.0,2045,0.0,0.0,0.0,0.0,2009,Belize,1,I517,0.0
0.0,2045,0.0,0.0,0.0,0.0,2009,Belize,0,I517,1.0
0.0,2045,0.0,0.0,0.0,0.0,2009,Belize,1,I519,2.0
0.0,2045,0.0,0.0,0.0,0.0,2009,Belize,0,I519,2.0
0.0,2045,1.0,1.0,0.0,0.0,2009,Belize,0,I609,1.0
0.0,2045,0.0,2.0,0.0,0.0,2009,Belize,1,I619,4.0
0.0,2045,2.0,0.0,0.0,0.0,2009,Belize,0,I619,1.0
1.0,2045,0.0,0.0,0.0,0.0,2009,Belize,1,I620,0.0
0.0,2045,0.0,0.0,0.0,0.0,2009,Belize,0,I629,1.0
0.0,2045,0.0,0.0,0.0,2.0,2009,Belize,1,I633,1.0
0.0,2045,0.0,0.0,0.0,0.0,2009,Belize,1,I639,1.0
5.0,2045,0.0,1.0,7.0,4.0,2009,Belize,1,I64,10.0
2.0,2045,0.0,1.0,4.0,4.0,2009,Belize,0,I64,19.0
0.0,2045,0.0,0.0,1.0,0.0,2009,Belize,1,I678,1.0
0.0,2045,0.0,0.0,1.0,0.0,2009,Belize,0,I678,2.0
0.0,2045,1.0,0.0,0.0,0.0,2009,Belize,1,I679,1.0
0.0,2045,0.0,0.0,2.0,0.0,2009,Belize,0,I679,0.0
0.0,2045,0.0,0.0,0.0,1.0,2009,Belize,0,I694,0.0
0.0,2045,0.0,1.0,0.0,0.0,2009,Belize,1,I709,1.0
0.0,2045,0.0,0.0,0.0,0.0,2009,Belize,1,I710,0.0
0.0,2045,0.0,0.0,0.0,0.0,2009,Belize,0,I739,1.0
1.0,2045,0.0,0.0,0.0,0.0,2009,Belize,1,I850,0.0
0.0,2045,0.0,0.0,0.0,0.0,2009,Belize,1,I872,1.0
